태양광발전시설명,소재지도로명주소,소재지지번주소,위도,경도,설치상세위치구분명,가동상태구분명,설비용량,공급전압,주파수,설치연도,세부용도,허가일자,허가기관,설치면적,데이터기준일자,제공기관코드,제공기관명
대명 태양광발전소4호기,"충청북도 보은군 마로면 갈평길 260, 축사",,36.44266516,127.8392457,,정상가동,49.5,380,60,2021,발전사업용,2020-08-11,충청북도 보은군,,2026-05-07,4420000,충청북도 보은군
행복충전 태양광발전소,"충청북도 보은군 탄부면 돈논1길 68-15, 축사",,36.45957321,127.7577968,,정상가동,99.6,380,60,2021,발전사업용,2020-08-11,충청북도 보은군,,2026-05-07,4420000,충청북도 보은군
영진 태양광발전소,"충청북도 보은군 탄부면 덕동고승로 289-40, 축사",,36.43821017,127.7535427,,정상가동,99.6,380,60,2021,발전사업용,2020-08-11,충청북도 보은군,,2026-05-07,4420000,충청북도 보은군
선화 태양광발전소,"충청북도 보은군 탄부면 덕동고승로 289-40, 축사",,36.43821017,127.7535427,,정상가동,99.6,380,60,2021,발전사업용,2020-08-11,충청북도 보은군,,2026-05-07,4420000,충청북도 보은군
한우농장1호 태양광발전소,"충청북도 보은군 보은읍 남부로 4019-21, 축사",,36.4455086,127.7330099,,정상가동,99,380,60,2021,발전사업용,2020-08-27,충청북도 보은군,,2026-05-07,4420000,충청북도 보은군
구룡1호태양광발전소,,전북특별자치도 진안군 진안읍 구룡리 1053,,,,정상가동,99.96,380,60,2023,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
봉심3호태양광발전소,,"전북특별자치도 진안군 용담면 송풍리 407-1, 410",,,,정상가동,58.8,380,60,2023,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
비제이태양광발전소3호,전북특별자치도 진안군 진안읍 홍삼한방로 26,,,,,정상가동,90.2,380,60,2023,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
논골3호태양광발전소,,전북특별자치도 진안군 진안읍 물곡리 1196-8,,,,정상가동,99.96,380,60,2023,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
정산1 태양광발전소,,경상북도 안동시 예안면 정산리 1052,,,,정상가동,98.28,380,60,2021,,,,,2026-05-06,5070000,경상북도 안동시
석탑솔라,,경상북도 안동시 북후면 석탑리 843-3,,,,정상가동,99.6,380,60,2021,,,,,2026-05-06,5070000,경상북도 안동시
금빛솔라,,"경상북도 안동시 와룡면 감애리 546-1, 546-2",,,,정상가동,249.075,380,60,2021,,,,,2026-05-06,5070000,경상북도 안동시
블루팜2호,충청북도 제천시 송학면 선돌로4길 125,충청북도 제천시 송학면 시곡리 27-1,37.194314,128.309944,옥상,정상가동,710,22900,60,2022,발전사업용,2022-08-17,충청북도 제천시청,,2026-05-08,4400000,충청북도 제천시
시곡4리마을,충청북도 제천시 송학면 선돌로3길 16,충청북도 제천시 송학면 시곡리 421-3,37.193505,128.289087,옥상,정상가동,19,380,60,2018,발전사업용,2018-09-19,충청북도 제천시청,,2026-05-08,4400000,충청북도 제천시
우성,충청북도 제천시 송학면 선돌로2길 72,충청북도 제천시 송학면 시곡리 271-5,37.193740,128.295890,옥상,정상가동,43,380,60,2018,발전사업용,2018-01-31,충청북도 제천시청,,2026-05-08,4400000,충청북도 제천시
가온1발전소,충청북도 제천시 송학면 선돌로11길 39,충청북도 제천시 송학면 장곡리 244,37.2132558298,128.321520,옥상,정상가동,95,380,60,2023,발전사업용,2023-08-23,충청북도 제천시청,,2026-05-08,4400000,충청북도 제천시
가온2발전소,충청북도 제천시 송학면 선돌로11길 39,충청북도 제천시 송학면 장곡리 244,37.2132558298,128.321520,옥상,정상가동,98,380,60,2024,발전사업용,2024-07-11,충청북도 제천시청,,2026-05-08,4400000,충청북도 제천시
중운에너지,,충청북도 제천시 송학면 무도리 산86,37.1561781056,128.258428111,옥외,정상가동,99,380,60,2016,발전사업용,2016-05-25,충청북도 제천시청,,2026-05-08,4400000,충청북도 제천시
귀숙2 태양광발전소,"경기도 평택시 서탄면 서탄로 395-47, ,395-49 동식물관련시설",,37.11414277,127.0255768,,정상가동,99.66,380,60,2023,태양광 발전사업,2023-12-13,경기도 평택시청,,2026-05-08,3910000,경기도 평택시
영상보은2호 태양광발전소,"충청북도 보은군 보은읍 병원용암길 114-2, 축사",,36.49045127,127.6855075,,정상가동,99.6,380,60,2020,발전사업용,2020-07-21,충청북도 보은군,,2026-05-07,4420000,충청북도 보은군
영상보은3호 태양광발전소,"충청북도 보은군 보은읍 병원용암길 114-2, 축사",,36.49045127,127.6855075,,정상가동,99.6,380,60,2020,발전사업용,2020-07-21,충청북도 보은군,,2026-05-07,4420000,충청북도 보은군
하늘사랑2호 태양광발전소,,충청북도 보은군 산외면 산대리 256-7,36.57200642,127.7088307,,정상가동,99.19,380,60,2021,발전사업용,2020-07-27,충청북도 보은군,,2026-05-07,4420000,충청북도 보은군
송학태양에너지,충청북도 제천시 송학면 송학로 325,충청북도 제천시 송학면 무도리 1,37.1889089213,128.2745548035,옥상,정상가동,99,380,60,2015,발전사업용,2015-04-07,충청북도 제천시청,,2026-05-08,4400000,충청북도 제천시
송재웅,충청북도 제천시 송학면 송학로 310,충청북도 제천시 송학면 무도리 128-3,37.187879,128.273672,옥상,정상가동,40,380,60,2013,발전사업용,2013-06-12,충청북도청 북부출장소,,2026-05-08,4400000,충청북도 제천시
송재웅2,충청북도 제천시 송학면 송학로 310,충청북도 제천시 송학면 무도리 128-3,37.18787999,128.2736748,옥상,정상가동,98,380,60,2019,발전사업용,2019-07-02,충청북도 제천시청,,2026-05-08,4400000,충청북도 제천시
블루팜1호,충청북도 제천시 송학면 선돌로4길 84,충청북도 제천시 송학면 시곡리 1-2,37.19845511,128.3088134,옥상,정상가동,701,22900,60,2022,발전사업용,2022-08-17,충청북도 제천시청,,2026-05-08,4400000,충청북도 제천시
태양광발전사업,충청북도 제천시 송학면 선돌로4길 39,충청북도 제천시 송학면 시곡리 88-2,37.20131881,128.304780,옥상,정상가동,126,380,60,2024,발전사업용,2024-11-19,충청북도 제천시청,,2026-05-08,4400000,충청북도 제천시
채선생3호 태양광발전소,충청남도 당진시 합덕읍 재오지로 205-3,,,,,정상가동,99.2,380,60,2025,,2024-10-14,,,2026-05-14,5680000,충청남도 당진시
채선생1호 태양광발전소,충청남도 당진시 합덕읍 재오지로 205-3,,,,,정상가동,99.2,380,60,2025,,2024-10-14,,,2026-05-14,5680000,충청남도 당진시
기숙1호 태양광발전소,충청남도 당진시 당진중앙2로 236 (읍내동),,,,,정상가동,95.16,380,60,2025,,2024-10-10,,,2026-05-14,5680000,충청남도 당진시
하나티이씨 태양광발전소,,"충청남도 당진시 송악읍 청금리 316-28 , 316-29 (건물, 토지)",,,,정상가동,378.81,380,60,2025,,2024-10-08,,,2026-05-14,5680000,충청남도 당진시
굿스페이스 당진운정 태양광,,"충청남도 당진시 신평면 운정리 676 , 677 (토지위)",,,,정상가동,249.56,380,60,2025,,2024-10-10,,,2026-05-14,5680000,충청남도 당진시
준에너지 태양광발전소,충청남도 당진시 합덕읍 예덕로 238-17,,,,,정상가동,31.5,380,60,2025,,2024-10-10,,,2026-05-14,5680000,충청남도 당진시
기숙2호 태양광발전소,충청남도 당진시 당진중앙2로 236 (읍내동),,,,,정상가동,58.56,380,60,2025,,2024-10-10,,,2026-05-14,5680000,충청남도 당진시
봉화1 태양광발전소,,"충청남도 당진시 정미면 봉성리 85-3, 85-4, 86-4",,,,정상가동,98.28,380,60,2025,,2024-10-10,,,2026-05-14,5680000,충청남도 당진시
이성하 태양광발전소,충청남도 당진시 순성면 본리로 494-7,,,,,정상가동,56.7,380,60,2025,,2024-10-10,,,2026-05-14,5680000,충청남도 당진시
춘우목장1호 태양광발전소,,"충청남도 당진시 우강면 원치리 54-2 197-1, 197-2, 203 나동",,,,정상가동,98.77,380,60,2022,,2020-09-24,,,2026-05-14,5680000,충청남도 당진시
쌍둥이태양광발전소2,경상북도 영천시 북안면 운북로 1588-155,경상북도 영천시 북안면 신대리 23-12,35.87882742,129.0117295,,정상가동,26.88,380,60,2025,태양광,2025-11-25,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
쌍둥이태양광발전소,경상북도 영천시 북안면 운북로 1588-155,경상북도 영천시 북안면 신대리 23-12,35.87882742,129.0117295,,정상가동,51.66,380,60,2024,태양광,2024-07-25,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
싱싱푸드태양광발전소,경상북도 영천시 금호읍 사근달길 71,경상북도 영천시 금호읍 오계리 529-5,35.90410581,128.8955294,,정상가동,230.4,380,60,2024,태양광,2024-09-24,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
싱싱4호태양광발전소,경상북도 영천시 화산면 납이길 63,경상북도 영천시 화산면 당곡리 74-2,36.02190952,128.8716024,,정상가동,98.02,380,60,2022,태양광,2022-03-28,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
싱싱3호태양광발전소,경상북도 영천시 화산면 납이길 63,경상북도 영천시 화산면 당곡리 74-2,36.02190952,128.8716024,,정상가동,98.02,380,60,2022,태양광,2022-03-28,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
싱싱2호태양광발전소,경상북도 영천시 화산면 납이길 63,경상북도 영천시 화산면 당곡리 74-2,36.02190952,128.8716024,,정상가동,99.75,380,60,2020,태양광,2020-01-21,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
싱싱1호태양광발전소,,"경상북도 영천시 화산면 암기리 1077번지 , 1078번지",,,,정상가동,93.38,380,60,2019,태양광,2019-04-04,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
심공태양광발전소,경상북도 영천시 무궁화길 30 (문외동),경상북도 영천시 문외동 5-27,35.97316792,128.9364121,,정상가동,178.02,380,60,2026,태양광,2026-02-11,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신흥이수빈태양광,경상북도 영천시 완산중앙6길 7 (완산동),경상북도 영천시 완산동 905-23,35.9624498,128.9367512,,정상가동,17.5,380,60,2023,태양광,2023-10-10,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신흥농산태양광발전소,경상북도 영천시 청통면 거조길 34,경상북도 영천시 청통면 계지리 715,36.01163183,128.8063016,,정상가동,360,380,60,2016,태양광,2016-01-07,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신흥4태양광발전소,경상북도 영천시 청통면 거조길 34,경상북도 영천시 청통면 계지리 715,36.01163183,128.8063016,,정상가동,37.76,380,60,2022,태양광,2022-09-20,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신흥3태양광발전소,경상북도 영천시 청통면 거조길 34,경상북도 영천시 청통면 계지리 715,36.01163183,128.8063016,,정상가동,99.96,380,60,2022,태양광,2022-09-20,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신흥2태양광발전소,경상북도 영천시 청통면 거조길 34,경상북도 영천시 청통면 계지리 715,36.01163183,128.8063016,,정상가동,99.12,380,60,2022,태양광,2022-09-20,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신흥1태양광발전소,경상북도 영천시 청통면 거조길 34,경상북도 영천시 청통면 계지리 715,36.01163183,128.8063016,,정상가동,99.12,380,60,2022,태양광,2022-09-20,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신효태양광발전소,경상북도 영천시 북안면 신효로 113,경상북도 영천시 북안면 신리리 36,35.88466321,129.0229546,,정상가동,474.88,380,60,2025,태양광,2025-10-20,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신호태양광발전소,경상북도 영천시 화남면 천문로 1039-6,경상북도 영천시 화남면 신호리 977-1,36.02741909,128.9312521,,정상가동,20,380,60,2013,태양광,2013-03-15,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신호리태양광발전소,경상북도 영천시 천문로 921 (도림동),경상북도 영천시 도림동 1325-3,36.01685319,128.9285051,,정상가동,18.96,380,60,2019,태양광,2019-12-05,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신한화섬2태양광발전소,경상북도 영천시 언하공단4길 5 (망정동),경상북도 영천시 망정동 8-11,35.9862263,128.9592818,,정상가동,999.44,22900,60,2024,태양광,2024-02-15,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신한화섬(주)태양광발전소,경상북도 영천시 언하공단4길 21(망정동),경상북도 영천시 망정동 8-13,35.98480213,128.9595704,,정상가동,99.75,380,60,2012,태양광,2012-11-05,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신한농장태양광발전소,경상북도 영천시 북안면 운북로 1523-3,경상북도 영천시 북안면 명주리 48-1,35.87903157,128.9985926,,정상가동,61.8,380,60,2024,태양광,2024-02-21,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신하명2호태양광발전소,경상북도 영천시 금호읍 교대8길 23-3,경상북도 영천시 금호읍 교대리 5-19,35.93524843,128.8780944,,정상가동,98.77,380,60,2023,태양광,2023-03-17,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신하명1호태양광발전소,경상북도 영천시 금호읍 교대8길 23-3,경상북도 영천시 금호읍 교대리 5-19,35.93524843,128.8780944,,정상가동,98.18,380,60,2023,태양광,2023-03-17,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신촌5호태양광발전소,경상북도 영천시 금호읍 관황길 61-52,경상북도 영천시 금호읍 황정리 423-70,35.92728035,128.9159124,,정상가동,99.2,380,60,2023,태양광,2023-12-26,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신촌4호태양광발전소,경상북도 영천시 북안면 돈암길 307-9,경상북도 영천시 북안면 신촌리 261,35.92285816,129.0456191,,정상가동,299.09,380,60,2023,태양광,2023-12-26,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신촌3호태양광발전소,경상북도 영천시 북안면 돈암길 307-9,경상북도 영천시 북안면 신촌리 261,35.92285816,129.0456191,,정상가동,99.2,380,60,2023,태양광,2023-12-26,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신촌2호태양광발전소,경상북도 영천시 북안면 돈암길 307-9,경상북도 영천시 북안면 신촌리 261,35.92285816,129.0456191,,정상가동,99.2,380,60,2023,태양광,2023-12-26,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신촌1호태양광발전소,경상북도 영천시 북안면 돈암길 307-9,경상북도 영천시 북안면 신촌리 261,35.92285816,129.0456191,,정상가동,270,380,60,2023,태양광,2023-12-26,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
신일2태양광발전소,경상북도 영천시 대창면 효일길 200,경상북도 영천시 대창면 신광리 1195,35.84257068,128.9093974,,정상가동,99.38,380,60,2024,태양광,2024-09-24,경상북도 영천시청,,2026-04-27,5100000,경상북도 영천시
